content,score,Label,text_clean,text_StopWord,text_tokens,text_steamindo
Dulu aku pernah dpt yang nggak sesuai deskripsi... Gambar aja bagus... Giliran sampai enggak sesuai... Tapi sekarang kualitas lbh bagus.... Bahkan banyak yang harga2 Ambyar... Barangnya best pokoknya... Sukses selalu for Shopee... 😘😘😘,5,Positif,dulu aku pernah dpt yang nggak sesuai deskripsi gambar aja bagus giliran sampai enggak sesuai tapi sekarang kualitas lbh bagus bahkan banyak yang harga ambyar barangnya best pokoknya sukses selalu for shopee ,dpt nggak sesuai deskripsi gambar aja bagus giliran sesuai kualitas lbh bagus harga ambyar barangnya best pokoknya sukses for shopee,"['dpt', 'nggak', 'sesuai', 'deskripsi', 'gambar', 'aja', 'bagus', 'giliran', 'sesuai', 'kualitas', 'lbh', 'bagus', 'harga', 'ambyar', 'barangnya', 'best', 'pokoknya', 'sukses', 'for', 'shopee']",dpt nggak sesuai deskripsi gambar aja bagus gilir sesuai kualitas lbh bagus harga ambyar barang best pokok sukses for shopee
"Maaf saya turunin bintang nya dari bintang 🌟 🌟 🌟 🌟 🌟 menjadi bintang 🌟🌟🌟 Sebelumnya senang' berbelanja di shopee tepat tanggal estimasi sampai nya dan gk lama 4 -5-6 hari sampai , yg ke 6 jarang dpat itupun gara2 dari tokoh lambat penanganan nya di kirim kan. Kalau sekarang sangat2 mengecewakan waktu tanggal yang berikan 7/9 hari estimasi nya...dan suka meruba ubah estimasi nya sampai 3x berubah estimasi nya.. Jdi barang pesanan sampai tujuan 11 - 12 hari Mohon di perbaikin lagi 🙏🙏",3,,maaf saya turunin bintang nya dari bintang      menjadi bintang  sebelumnya senang berbelanja di shopee tepat tanggal estimasi sampai nya dan gk lama   hari sampai  yg ke  jarang dpat itupun gara dari tokoh lambat penanganan nya di kirim kan kalau sekarang sangat mengecewakan waktu tanggal yang berikan  hari estimasi nyadan suka meruba ubah estimasi nya sampai x berubah estimasi nya jdi barang pesanan sampai tujuan    hari mohon di perbaikin lagi ,maaf turunin bintang nya bintang bintang senang berbelanja shopee tanggal estimasi nya gk yg jarang dpat itupun gara tokoh lambat penanganan nya kirim mengecewakan tanggal estimasi nyadan suka meruba ubah estimasi nya x berubah estimasi nya jdi barang pesanan tujuan mohon perbaikin,"['maaf', 'turunin', 'bintang', 'nya', 'bintang', 'bintang', 'senang', 'berbelanja', 'shopee', 'tanggal', 'estimasi', 'nya', 'gk', 'yg', 'jarang', 'dpat', 'itupun', 'gara', 'tokoh', 'lambat', 'penanganan', 'nya', 'kirim', 'mengecewakan', 'tanggal', 'estimasi', 'nyadan', 'suka', 'meruba', 'ubah', 'estimasi', 'nya', 'x', 'berubah', 'estimasi', 'nya', 'jdi', 'barang', 'pesanan', 'tujuan', 'mohon', 'perbaikin']",maaf turunin bintang nya bintang bintang senang belanja shopee tanggal estimasi nya gk yg jarang dpat itu gara tokoh lambat tangan nya kirim kecewa tanggal estimasi nyadan suka meruba ubah estimasi nya x ubah estimasi nya jdi barang pesan tuju mohon perbaikin
"Sangat mengecewakan, ternyata seperti itu kebijakan pengembalian barang dishopee sangat tidak bersahabat dengan pembeli padahal akunku sudah platinum. Mulai saat ini fix ini aplikasi nggak akan aku pakai lagi buat belanja",1,Negatif,sangat mengecewakan ternyata seperti itu kebijakan pengembalian barang dishopee sangat tidak bersahabat dengan pembeli padahal akunku sudah platinum mulai saat ini fix ini aplikasi nggak akan aku pakai lagi buat belanja,mengecewakan kebijakan pengembalian barang dishopee bersahabat pembeli akunku platinum fix aplikasi nggak pakai belanja,"['mengecewakan', 'kebijakan', 'pengembalian', 'barang', 'dishopee', 'bersahabat', 'pembeli', 'akunku', 'platinum', 'fix', 'aplikasi', 'nggak', 'pakai', 'belanja']",kecewa bijak kembali barang dishopee sahabat beli akun platinum fix aplikasi nggak pakai belanja
"Produknya terpercaya, sistem cod pun bagus, cuma ongkir nya mahal bangett, banyakin voucher ongkir dong, soalnya klo ongkir gede rasanya mending beli sendiri sama ga ada opsi pake dana, ovo, padahal mah adain aj, ga semua pake spaylater🙏, makasii.",4,,produknya terpercaya sistem cod pun bagus cuma ongkir nya mahal bangett banyakin voucher ongkir dong soalnya klo ongkir gede rasanya mending beli sendiri sama ga ada opsi pake dana ovo padahal mah adain aj ga semua pake spaylater makasii,produknya terpercaya sistem cod bagus ongkir nya mahal bangett banyakin voucher ongkir klo ongkir gede mending beli ga opsi pake dana ovo mah adain aj ga pake spaylater makasii,"['produknya', 'terpercaya', 'sistem', 'cod', 'bagus', 'ongkir', 'nya', 'mahal', 'bangett', 'banyakin', 'voucher', 'ongkir', 'klo', 'ongkir', 'gede', 'mending', 'beli', 'ga', 'opsi', 'pake', 'dana', 'ovo', 'mah', 'adain', 'aj', 'ga', 'pake', 'spaylater', 'makasii']",produk percaya sistem cod bagus ongkir nya mahal bangett banyakin voucher ongkir klo ongkir gede mending beli ga opsi pake dana ovo mah adain aj ga pake spaylater makasii
Hayyy... Bisa gak sih kalo pas pengantaran paket itu di beri notif sedang di antar ke alamat tujuan ke dalam notif aplikasi.. Dan di lampirkan di pengantaran ke alamat tujuan siapa nama kurirnya... Saran aja kayak si ti tok.,4,,hayyy bisa gak sih kalo pas pengantaran paket itu di beri notif sedang di antar ke alamat tujuan ke dalam notif aplikasi dan di lampirkan di pengantaran ke alamat tujuan siapa nama kurirnya saran aja kayak si ti tok,hayyy gak sih kalo pas pengantaran paket notif alamat tujuan notif aplikasi lampirkan pengantaran alamat tujuan nama kurirnya saran aja kayak si ti tok,"['hayyy', 'gak', 'sih', 'kalo', 'pas', 'pengantaran', 'paket', 'notif', 'alamat', 'tujuan', 'notif', 'aplikasi', 'lampirkan', 'pengantaran', 'alamat', 'tujuan', 'nama', 'kurirnya', 'saran', 'aja', 'kayak', 'si', 'ti', 'tok']",hayyy gak sih kalo pas antar paket notif alamat tuju notif aplikasi lampir antar alamat tuju nama kurir saran aja kayak si ti tok
Kalo ngasih promo sekiranya yang bener lah.. udh bertahun tahun Lo.. saya bener bener nunggu waktu yg pas banget . Giliran di klik malah nge re fresh sendiri halaman nya.. gila kalo ga niat ngasih ga usah ada promo promoan lah,1,Negatif,kalo ngasih promo sekiranya yang bener lah udh bertahun tahun lo saya bener bener nunggu waktu yg pas banget  giliran di klik malah nge re fresh sendiri halaman nya gila kalo ga niat ngasih ga usah ada promo promoan lah,kalo ngasih promo bener udh bertahun lo bener bener nunggu yg pas banget giliran klik nge re fresh halaman nya gila kalo ga niat ngasih ga promo promoan,"['kalo', 'ngasih', 'promo', 'bener', 'udh', 'bertahun', 'lo', 'bener', 'bener', 'nunggu', 'yg', 'pas', 'banget', 'giliran', 'klik', 'nge', 're', 'fresh', 'halaman', 'nya', 'gila', 'kalo', 'ga', 'niat', 'ngasih', 'ga', 'promo', 'promoan']",kalo ngasih promo bener udh tahun lo bener bener nunggu yg pas banget gilir klik nge re fresh halaman nya gila kalo ga niat ngasih ga promo promoan
"Ekspedisi pengiriman ga bisa diganti kalau mau pakai voucher, paket isi makanan pake jne 2 hari ga gerak sama sekali, sampai di pembeli sudah ga enak jadinya, sudah kelamaan di jalan. Estimasi yang awalnya maksimal tanggal 14 jadi 16",1,Negatif,ekspedisi pengiriman ga bisa diganti kalau mau pakai voucher paket isi makanan pake jne  hari ga gerak sama sekali sampai di pembeli sudah ga enak jadinya sudah kelamaan di jalan estimasi yang awalnya maksimal tanggal  jadi ,ekspedisi pengiriman ga diganti pakai voucher paket isi makanan pake jne ga gerak pembeli ga enak jalan estimasi maksimal tanggal,"['ekspedisi', 'pengiriman', 'ga', 'diganti', 'pakai', 'voucher', 'paket', 'isi', 'makanan', 'pake', 'jne', 'ga', 'gerak', 'pembeli', 'ga', 'enak', 'jalan', 'estimasi', 'maksimal', 'tanggal']",ekspedisi kirim ga ganti pakai voucher paket isi makan pake jne ga gerak beli ga enak jalan estimasi maksimal tanggal
"saya suka shope karena mudah dan bnyk geratis ongkir , cuma kurang suka dengan expedisi /kurir shope , kalau tidak di antar tidak menelpon ,tiba"" barang d return, sama kalau nyampe harus banget di poto orang nya 😏 gk kaya J&T tinggal poto paket nya aja cukup",5,Positif,saya suka shope karena mudah dan bnyk geratis ongkir  cuma kurang suka dengan expedisi kurir shope  kalau tidak di antar tidak menelpon tiba barang d return sama kalau nyampe harus banget di poto orang nya  gk kaya jt tinggal poto paket nya aja cukup,suka shope mudah bnyk geratis ongkir suka expedisi kurir shope menelpon barang d return nyampe banget poto orang nya gk kaya jt tinggal poto paket nya aja,"['suka', 'shope', 'mudah', 'bnyk', 'geratis', 'ongkir', 'suka', 'expedisi', 'kurir', 'shope', 'menelpon', 'barang', 'd', 'return', 'nyampe', 'banget', 'poto', 'orang', 'nya', 'gk', 'kaya', 'jt', 'tinggal', 'poto', 'paket', 'nya', 'aja']",suka shope mudah bnyk gerat ongkir suka expedisi kurir shope telpon barang d return nyampe banget poto orang nya gk kaya jt tinggal poto paket nya aja
"Alhamdulillah walaupun belum mendapatkan spinjam spay later saya selalu belanja di shopee ya mungkin belum rezeki insya Allah nantinya juga ada rezeki kalau Allah dan shopee mengizinkan spinjamnya dan spay later nya Jujur belanja di shopee sangat memuaskan barang nya sesuai , bagus pekingnya , harganya terjangkau dgn keuangan kita Terima kasih Shopee telah memuaskan customer nya",5,Positif,alhamdulillah walaupun belum mendapatkan spinjam spay later saya selalu belanja di shopee ya mungkin belum rezeki insya allah nantinya juga ada rezeki kalau allah dan shopee mengizinkan spinjamnya dan spay later nya jujur belanja di shopee sangat memuaskan barang nya sesuai  bagus pekingnya  harganya terjangkau dgn keuangan kita terima kasih shopee telah memuaskan customer nya,alhamdulillah spinjam spay later belanja shopee ya rezeki insya allah rezeki allah shopee mengizinkan spinjamnya spay later nya jujur belanja shopee memuaskan barang nya sesuai bagus pekingnya harganya terjangkau dgn keuangan terima kasih shopee memuaskan customer nya,"['alhamdulillah', 'spinjam', 'spay', 'later', 'belanja', 'shopee', 'ya', 'rezeki', 'insya', 'allah', 'rezeki', 'allah', 'shopee', 'mengizinkan', 'spinjamnya', 'spay', 'later', 'nya', 'jujur', 'belanja', 'shopee', 'memuaskan', 'barang', 'nya', 'sesuai', 'bagus', 'pekingnya', 'harganya', 'terjangkau', 'dgn', 'keuangan', 'terima', 'kasih', 'shopee', 'memuaskan', 'customer', 'nya']",alhamdulillah spinjam spay later belanja shopee ya rezeki insya allah rezeki allah shopee izin spinjamnya spay later nya jujur belanja shopee muas barang nya sesuai bagus peking harga jangkau dgn uang terima kasih shopee muas customer nya
"Masyallah suka sekali dengan aplikasi ini sejak ada shopee aku bisa menghasilkan uang tanpa harus bekerja keluar rumah membantu sekali buat saya yang status nya ibu rumah tangga , kualitas nya bagus , harga terjangkau , pengiriman cepat . respon cepat jika barang kurang atau salah mudah sekali ngembalikan dana atau barang nya . Suka sekali terimakasih buat kerja sama nya udah 6th jualan online ngambil barang dari shopee 😍😍🥰🙏",5,Positif,masyallah suka sekali dengan aplikasi ini sejak ada shopee aku bisa menghasilkan uang tanpa harus bekerja keluar rumah membantu sekali buat saya yang status nya ibu rumah tangga  kualitas nya bagus  harga terjangkau  pengiriman cepat  respon cepat jika barang kurang atau salah mudah sekali ngembalikan dana atau barang nya  suka sekali terimakasih buat kerja sama nya udah th jualan online ngambil barang dari shopee ,masyallah suka aplikasi shopee menghasilkan uang rumah membantu status nya rumah tangga kualitas nya bagus harga terjangkau pengiriman cepat respon cepat barang salah mudah ngembalikan dana barang nya suka terimakasih kerja nya udah th jualan online ngambil barang shopee,"['masyallah', 'suka', 'aplikasi', 'shopee', 'menghasilkan', 'uang', 'rumah', 'membantu', 'status', 'nya', 'rumah', 'tangga', 'kualitas', 'nya', 'bagus', 'harga', 'terjangkau', 'pengiriman', 'cepat', 'respon', 'cepat', 'barang', 'salah', 'mudah', 'ngembalikan', 'dana', 'barang', 'nya', 'suka', 'terimakasih', 'kerja', 'nya', 'udah', 'th', 'jualan', 'online', 'ngambil', 'barang', 'shopee']",masyallah suka aplikasi shopee hasil uang rumah bantu status nya rumah tangga kualitas nya bagus harga jangkau kirim cepat respon cepat barang salah mudah ngembalikan dana barang nya suka terimakasih kerja nya udah th jual online ngambil barang shopee
"Bagus sih,tapi setiap flas sale selalu agak²,""maaf terjadi kesalahan"" ujung² nya maaf produk habis,kayak sengaja.(tadi saya ikut war shoppe ga flas sale sih tapi kok masih sama ya kayak awalnya terjadinya kesalaha,padahal udh aku refesh terus,sampai stock udh mau habis baru biasa,mohon bantuuan nya,",3,,bagus sihtapi setiap flas sale selalu agakmaaf terjadi kesalahan ujung nya maaf produk habiskayak sengajatadi saya ikut war shoppe ga flas sale sih tapi kok masih sama ya kayak awalnya terjadinya kesalahapadahal udh aku refesh terussampai stock udh mau habis baru biasamohon bantuuan nya,bagus sihtapi flas sale agakmaaf kesalahan ujung nya maaf produk habiskayak sengajatadi war shoppe ga flas sale sih ya kayak kesalahapadahal udh refesh terussampai stock udh habis biasamohon bantuuan nya,"['bagus', 'sihtapi', 'flas', 'sale', 'agakmaaf', 'kesalahan', 'ujung', 'nya', 'maaf', 'produk', 'habiskayak', 'sengajatadi', 'war', 'shoppe', 'ga', 'flas', 'sale', 'sih', 'ya', 'kayak', 'kesalahapadahal', 'udh', 'refesh', 'terussampai', 'stock', 'udh', 'habis', 'biasamohon', 'bantuuan', 'nya']",bagus sihtapi flas sale agakmaaf salah ujung nya maaf produk habiskayak sengajatadi war shoppe ga flas sale sih ya kayak kesalahapadahal udh refesh terussampai stock udh habis biasamohon bantuuan nya
Sebenarnya shopee sangat recommended.. tapi sayang spaylater saya sudah dibekukan sekitar 1tahunan dan sampai sekaranh tidak bisa digunakan lagi padahal sudah dibayarkan lunas.. sampai skr pun saya masih setia berbelanja dishopee .. 😌,2,Negatif,sebenarnya shopee sangat recommended tapi sayang spaylater saya sudah dibekukan sekitar tahunan dan sampai sekaranh tidak bisa digunakan lagi padahal sudah dibayarkan lunas sampai skr pun saya masih setia berbelanja dishopee  ,shopee recommended sayang spaylater dibekukan tahunan sekaranh dibayarkan lunas skr setia berbelanja dishopee,"['shopee', 'recommended', 'sayang', 'spaylater', 'dibekukan', 'tahunan', 'sekaranh', 'dibayarkan', 'lunas', 'skr', 'setia', 'berbelanja', 'dishopee']",shopee recommended sayang spaylater beku tahun sekaranh bayar lunas skr setia belanja dishopee
"Alhamdulillah.... Setelah ada kabar baik dari pihak aplikasi Shopee ini. Saya percaya, Shopee bisa menangani masalah yg bersifat merugikan pembeli. Dari order fiktif, dari produk palsu, dan penipuan² lainnya. Terima kasih untuk Shopee... Makin aman, belanja disini. Karena penanganan cukup terbilang cepat. Meski membutuhkan beberapa waktu. InshaAllah berkah",5,Positif,alhamdulillah setelah ada kabar baik dari pihak aplikasi shopee ini saya percaya shopee bisa menangani masalah yg bersifat merugikan pembeli dari order fiktif dari produk palsu dan penipuan lainnya terima kasih untuk shopee makin aman belanja disini karena penanganan cukup terbilang cepat meski membutuhkan beberapa waktu inshaallah berkah,alhamdulillah kabar aplikasi shopee percaya shopee menangani yg bersifat merugikan pembeli order fiktif produk palsu penipuan terima kasih shopee aman belanja penanganan terbilang cepat membutuhkan inshaallah berkah,"['alhamdulillah', 'kabar', 'aplikasi', 'shopee', 'percaya', 'shopee', 'menangani', 'yg', 'bersifat', 'merugikan', 'pembeli', 'order', 'fiktif', 'produk', 'palsu', 'penipuan', 'terima', 'kasih', 'shopee', 'aman', 'belanja', 'penanganan', 'terbilang', 'cepat', 'membutuhkan', 'inshaallah', 'berkah']",alhamdulillah kabar aplikasi shopee percaya shopee tangan yg sifat rugi beli order fiktif produk palsu tipu terima kasih shopee aman belanja tangan bilang cepat butuh inshaallah berkah
"SPX ga jelas, di status sedang di kirim ke alamat penerima tapi nyampenya 2 hari, klo 1x sih masih maklum ini 3x selalu begitu, mending konsisten kaya dulu fokus sma shope ajh ga usah buka jasa expedisi, giliran ga bayar cod banyak yg viral giliran udah byar pengiriman lambat,",1,Negatif,spx ga jelas di status sedang di kirim ke alamat penerima tapi nyampenya  hari klo x sih masih maklum ini x selalu begitu mending konsisten kaya dulu fokus sma shope ajh ga usah buka jasa expedisi giliran ga bayar cod banyak yg viral giliran udah byar pengiriman lambat,spx ga status kirim alamat penerima nyampenya klo x sih maklum x mending konsisten kaya fokus sma shope ajh ga buka jasa expedisi giliran ga bayar cod yg viral giliran udah byar pengiriman lambat,"['spx', 'ga', 'status', 'kirim', 'alamat', 'penerima', 'nyampenya', 'klo', 'x', 'sih', 'maklum', 'x', 'mending', 'konsisten', 'kaya', 'fokus', 'sma', 'shope', 'ajh', 'ga', 'buka', 'jasa', 'expedisi', 'giliran', 'ga', 'bayar', 'cod', 'yg', 'viral', 'giliran', 'udah', 'byar', 'pengiriman', 'lambat']",spx ga status kirim alamat terima nyampenya klo x sih maklum x mending konsisten kaya fokus sma shope ajh ga buka jasa expedisi gilir ga bayar cod yg viral gilir udah byar kirim lambat
"Udh lama bgt belanja online selalu di shopee. Agak kecewanya sih, udh ga bisa pilih ekspedisi lg. Terkadang brg yg dipilih tidak lbh dr 1 kilo, tp kehitung bisa 2-3 kilo. Semoga bisa diperbaiki aturannya.",5,Positif,udh lama bgt belanja online selalu di shopee agak kecewanya sih udh ga bisa pilih ekspedisi lg terkadang brg yg dipilih tidak lbh dr  kilo tp kehitung bisa  kilo semoga bisa diperbaiki aturannya,udh bgt belanja online shopee kecewanya sih udh ga pilih ekspedisi lg terkadang brg yg dipilih lbh dr kilo tp kehitung kilo semoga diperbaiki aturannya,"['udh', 'bgt', 'belanja', 'online', 'shopee', 'kecewanya', 'sih', 'udh', 'ga', 'pilih', 'ekspedisi', 'lg', 'terkadang', 'brg', 'yg', 'dipilih', 'lbh', 'dr', 'kilo', 'tp', 'kehitung', 'kilo', 'semoga', 'diperbaiki', 'aturannya']",udh bgt belanja online shopee kecewa sih udh ga pilih ekspedisi lg terkadang brg yg pilih lbh dr kilo tp hitung kilo moga baik atur
Aplikasi belanja online yang saya percayai sejak duluu. Barang yang dikirim selalu bagus dan sesuai.. tapi sayang metode pembayaran nyaa tidak bisa dengan aplikasi DANA,5,Positif,aplikasi belanja online yang saya percayai sejak duluu barang yang dikirim selalu bagus dan sesuai tapi sayang metode pembayaran nyaa tidak bisa dengan aplikasi dana,aplikasi belanja online percayai duluu barang dikirim bagus sesuai sayang metode pembayaran nyaa aplikasi dana,"['aplikasi', 'belanja', 'online', 'percayai', 'duluu', 'barang', 'dikirim', 'bagus', 'sesuai', 'sayang', 'metode', 'pembayaran', 'nyaa', 'aplikasi', 'dana']",aplikasi belanja online percaya duluu barang kirim bagus sesuai sayang metode bayar nyaa aplikasi dana
"Aplikasi shopee adalah aplikasi yg sangat bagus untuk berbelanja dan bertransaksi. Tpi setelah saya tahu bahwa Shopee pay mengambil duit saya, perlahan saya biarin tpi skrng saya harus kasi tahu. Shopee pay pernah beberapa kali makan duit saya di akun shopee. Sekali comot sampe 2/5 rb. Ini kebijakannya gimana perusahaan ini. Software Developernya tolong buatkan presentasikan review saya untuk melihat kelayakan fitur keuangan di shopee. Terutama shopee pay.",1,Negatif,aplikasi shopee adalah aplikasi yg sangat bagus untuk berbelanja dan bertransaksi tpi setelah saya tahu bahwa shopee pay mengambil duit saya perlahan saya biarin tpi skrng saya harus kasi tahu shopee pay pernah beberapa kali makan duit saya di akun shopee sekali comot sampe  rb ini kebijakannya gimana perusahaan ini software developernya tolong buatkan presentasikan review saya untuk melihat kelayakan fitur keuangan di shopee terutama shopee pay,aplikasi shopee aplikasi yg bagus berbelanja bertransaksi tpi shopee pay mengambil duit perlahan biarin tpi skrng kasi shopee pay kali makan duit akun shopee comot sampe rb kebijakannya gimana perusahaan software developernya tolong buatkan presentasikan review kelayakan fitur keuangan shopee shopee pay,"['aplikasi', 'shopee', 'aplikasi', 'yg', 'bagus', 'berbelanja', 'bertransaksi', 'tpi', 'shopee', 'pay', 'mengambil', 'duit', 'perlahan', 'biarin', 'tpi', 'skrng', 'kasi', 'shopee', 'pay', 'kali', 'makan', 'duit', 'akun', 'shopee', 'comot', 'sampe', 'rb', 'kebijakannya', 'gimana', 'perusahaan', 'software', 'developernya', 'tolong', 'buatkan', 'presentasikan', 'review', 'kelayakan', 'fitur', 'keuangan', 'shopee', 'shopee', 'pay']",aplikasi shopee aplikasi yg bagus belanja transaksi tpi shopee pay ambil duit perlahan biarin tpi skrng kasi shopee pay kali makan duit akun shopee comot sampe rb bijak gimana usaha software developer tolong buat presentasi review layak fitur uang shopee shopee pay
"Pengiriman SPX Hemat sama Standar gak ada bedanya, malah lebih cepet nyampe yg Hemat daripada Standar, di pengiriman Ongkir standar lebih mahal, tapi performa kalah sama yg Hemat",1,Negatif,pengiriman spx hemat sama standar gak ada bedanya malah lebih cepet nyampe yg hemat daripada standar di pengiriman ongkir standar lebih mahal tapi performa kalah sama yg hemat,pengiriman spx hemat standar gak bedanya cepet nyampe yg hemat standar pengiriman ongkir standar mahal performa kalah yg hemat,"['pengiriman', 'spx', 'hemat', 'standar', 'gak', 'bedanya', 'cepet', 'nyampe', 'yg', 'hemat', 'standar', 'pengiriman', 'ongkir', 'standar', 'mahal', 'performa', 'kalah', 'yg', 'hemat']",kirim spx hemat standar gak beda cepet nyampe yg hemat standar kirim ongkir standar mahal performa kalah yg hemat
"Tampilannya sekrng beda,tulisannya lebih gede Yg paling mngecewakan,pilihan pengirimnnya sudh tdk bisa di ubah sesuai dengan yg kita inginkan Klo boleh kemblikn fiturnya sperti semula,",4,,tampilannya sekrng bedatulisannya lebih gede yg paling mngecewakanpilihan pengirimnnya sudh tdk bisa di ubah sesuai dengan yg kita inginkan klo boleh kemblikn fiturnya sperti semula,tampilannya sekrng bedatulisannya gede yg mngecewakanpilihan pengirimnnya sudh tdk ubah sesuai yg klo kemblikn fiturnya sperti,"['tampilannya', 'sekrng', 'bedatulisannya', 'gede', 'yg', 'mngecewakanpilihan', 'pengirimnnya', 'sudh', 'tdk', 'ubah', 'sesuai', 'yg', 'klo', 'kemblikn', 'fiturnya', 'sperti']",tampil sekrng bedatulisannya gede yg mngecewakanpilihan pengirimnnya sudh tdk ubah sesuai yg klo kemblikn fiturnya sperti
"Maaf min, ko gw daftar gk bisa yh. Tiba² muncul tulisan (F02) upaya login di tolak karena terdeteksi aktivitas mencurigakan di akun mu. Padahal gw baru downlod shope belum pernah daftar samsek baru ini padahal",1,Negatif,maaf min ko gw daftar gk bisa yh tiba muncul tulisan f upaya login di tolak karena terdeteksi aktivitas mencurigakan di akun mu padahal gw baru downlod shope belum pernah daftar samsek baru ini padahal,maaf min ko gw daftar gk yh muncul tulisan f upaya login tolak terdeteksi aktivitas mencurigakan akun mu gw downlod shope daftar samsek,"['maaf', 'min', 'ko', 'gw', 'daftar', 'gk', 'yh', 'muncul', 'tulisan', 'f', 'upaya', 'login', 'tolak', 'terdeteksi', 'aktivitas', 'mencurigakan', 'akun', 'mu', 'gw', 'downlod', 'shope', 'daftar', 'samsek']",maaf min ko gw daftar gk yh muncul tulis f upaya login tolak deteksi aktivitas curiga akun mu gw downlod shope daftar samsek
"Belanja dishoppy krn sudah percaya , walau kadang ada kecewa, dari kualitas & pengiriman barang. Makanya belanja lebih prioritas yg ada di Mall.",5,Positif,belanja dishoppy krn sudah percaya  walau kadang ada kecewa dari kualitas  pengiriman barang makanya belanja lebih prioritas yg ada di mall,belanja dishoppy krn percaya kadang kecewa kualitas pengiriman barang belanja prioritas yg mall,"['belanja', 'dishoppy', 'krn', 'percaya', 'kadang', 'kecewa', 'kualitas', 'pengiriman', 'barang', 'belanja', 'prioritas', 'yg', 'mall']",belanja dishoppy krn percaya kadang kecewa kualitas kirim barang belanja prioritas yg mall
Mungkin bisa diupgrade aplikasi nya terkait notifikasi soalnya terlalu banyak notifikasi tdk penting yg masuk shg menindis notifikasi penting. Mungkin bs diadakan pilihan notifikasi yg tampil itu notifikasi apa sj,1,Negatif,mungkin bisa diupgrade aplikasi nya terkait notifikasi soalnya terlalu banyak notifikasi tdk penting yg masuk shg menindis notifikasi penting mungkin bs diadakan pilihan notifikasi yg tampil itu notifikasi apa sj,diupgrade aplikasi nya terkait notifikasi notifikasi tdk yg masuk shg menindis notifikasi bs diadakan pilihan notifikasi yg tampil notifikasi sj,"['diupgrade', 'aplikasi', 'nya', 'terkait', 'notifikasi', 'notifikasi', 'tdk', 'yg', 'masuk', 'shg', 'menindis', 'notifikasi', 'bs', 'diadakan', 'pilihan', 'notifikasi', 'yg', 'tampil', 'notifikasi', 'sj']",diupgrade aplikasi nya kait notifikasi notifikasi tdk yg masuk shg tindis notifikasi bs ada pilih notifikasi yg tampil notifikasi sj
"Mohon maaf ya kak,entah kenapa shopee ku gak bisa dipakai,setiap buka shopee pasti verifikasi ,ya kalo verifikasinya si gak masalah,tpi setiap verifikasi pasti ada tulisan ada masalah terus coba lagi,ya gitu² aja terus sih gak ada perubahan.....ya itu aja si kak ,jdi mohon bantuannya",4,,mohon maaf ya kakentah kenapa shopee ku gak bisa dipakaisetiap buka shopee pasti verifikasi ya kalo verifikasinya si gak masalahtpi setiap verifikasi pasti ada tulisan ada masalah terus coba lagiya gitu aja terus sih gak ada perubahanya itu aja si kak jdi mohon bantuannya,mohon maaf ya kakentah shopee ku gak dipakaisetiap buka shopee verifikasi ya kalo verifikasinya si gak masalahtpi verifikasi tulisan coba lagiya gitu aja sih gak perubahanya aja si kak jdi mohon bantuannya,"['mohon', 'maaf', 'ya', 'kakentah', 'shopee', 'ku', 'gak', 'dipakaisetiap', 'buka', 'shopee', 'verifikasi', 'ya', 'kalo', 'verifikasinya', 'si', 'gak', 'masalahtpi', 'verifikasi', 'tulisan', 'coba', 'lagiya', 'gitu', 'aja', 'sih', 'gak', 'perubahanya', 'aja', 'si', 'kak', 'jdi', 'mohon', 'bantuannya']",mohon maaf ya kakentah shopee ku gak dipakaisetiap buka shopee verifikasi ya kalo verifikasi si gak masalahtpi verifikasi tulis coba lagiya gitu aja sih gak perubahanya aja si kak jdi mohon bantu
"tolong untuk food nya tiada kan double order kelamaan keburu dingin makanannya belum lagi kalau resto nya belum siap / lagi ngantri pasti pesanan pertama keburu dingin ,ada banyak resto yg belum siap ketika diorder apalagi malam hari,saya sering ngeluh ke driver malah driver ngeluh balik jadi saya bingung,mau marah karena makanan sudah dingin tapi driver nya juga gak salah ...tolong hilangkan double order nya",1,Negatif,tolong untuk food nya tiada kan double order kelamaan keburu dingin makanannya belum lagi kalau resto nya belum siap  lagi ngantri pasti pesanan pertama keburu dingin ada banyak resto yg belum siap ketika diorder apalagi malam harisaya sering ngeluh ke driver malah driver ngeluh balik jadi saya bingungmau marah karena makanan sudah dingin tapi driver nya juga gak salah tolong hilangkan double order nya,tolong food nya tiada double order keburu dingin makanannya resto nya ngantri pesanan keburu dingin resto yg diorder malam harisaya ngeluh driver driver ngeluh bingungmau marah makanan dingin driver nya gak salah tolong hilangkan double order nya,"['tolong', 'food', 'nya', 'tiada', 'double', 'order', 'keburu', 'dingin', 'makanannya', 'resto', 'nya', 'ngantri', 'pesanan', 'keburu', 'dingin', 'resto', 'yg', 'diorder', 'malam', 'harisaya', 'ngeluh', 'driver', 'driver', 'ngeluh', 'bingungmau', 'marah', 'makanan', 'dingin', 'driver', 'nya', 'gak', 'salah', 'tolong', 'hilangkan', 'double', 'order', 'nya']",tolong food nya tiada double order keburu dingin makan resto nya ngantri pesan keburu dingin resto yg order malam harisaya ngeluh driver driver ngeluh bingungmau marah makan dingin driver nya gak salah tolong hilang double order nya
