content,score,Label
"pengiriman buruk sekali. biasanya d kirim pakai jnt cepet dan normal. semenjak pakai spx ampun bgt lambatnya+ udah lambat malah di cancel sama ekspedisi nya Karna gak d antar ke pembeli, malah di balikin ke seller barang nya. kan kasian selernya ampunnnnnnnnnnnn!!!!!!",1,Negatif
"Pelayanan cs buruk, ada maslah di system sopee nyalahin pelanggan dan penjual, sudah ada video dan gambar juga tidak mau menyelesaikan masalahnya, hanya bisa nyalahin tanpa mau berbenah. Semakin buruk pelayanannya",1,Negatif
"Mohon kembalikan ekspedisi pilihan JNT, kalo emang ga bisa mohon untuk ditingkatkan kualitas kecepatan spx pengiriman barang, biasanya kalo Deket cuma 1 hari nyampe ini bisa sampai 5 hari, mana kurir kadang barang harganya cuma 20.463 mintanya 21K, beda sama ekspedisi yg biasanya",3,
hai pihak Shopee knpa akhir akhir ini akun saya tidak bisa belanja dengan bebas di batasi lah tidak bisa cod lah pokok nya saya beberapa kali harus ganti akun padahal saya tidak punya tagihan di Shopee peyy dan juga saya kalo cod juga membayar nyaa knpa harus seperti ini kan kuota saya jadi hangusss harus nya pake sebulan ini belum juga sebulan sudah mau habis karena saya teruss mendownload aplikasi Shopee semoga kedepan nya saya bisa berbelanja dengan puasa terimakasih mohon di perbaiki,3,
"awalnya lancar² aja, eh tiba² hari ini mau cek out malah ga bisa selalu muncul ""kamu telah menggunakan promo ini.mohon coba promo lainnya. blablabla"" padahal blum pernah di pake terakhir kali cek out bulan juli kemarin, tolong di perbaiki lagi developer🙂",1,Negatif
"Satu kelemahan shoope adalah ketika ada kerjasama dengan kurir baru ketika kita order pasti auto pkai kurir bersangkutan mau cod, mau spaylater, atau transfer bank sma saja, lebih parahnya itu tidak bsa di rubah contoh transaksi spaylater byar nanti dan cod. Bagi pembeli pemula ini tidak apa"" karena tidak tau performa kurir, tp bagi yg memang sdh sering belanja tentu sdh hafal performa kurir di daerah masing"". Nyusahin sih harus bolak balik pilih toko yg gk pkai kurir bermasalah. #spe ex",1,Negatif
Dulu aku pernah dpt yang nggak sesuai deskripsi... Gambar aja bagus... Giliran sampai enggak sesuai... Tapi sekarang kualitas lbh bagus.... Bahkan banyak yang harga2 Ambyar... Barangnya best pokoknya... Sukses selalu for Shopee... 😘😘😘,5,Positif
"Shopee sekarang beda dgn dulu . Voucher gratis ongkir dlu bisa di gunakan di semua ekspedisi , tapi skrg cuma berlaku sama ekspedisi yang di rekomendasikan shopee . Kalau mau yg lain ,voucher gratis/potongan ongkir tidak terpakai . Terus kalau mau pakai yang direkomendasikan , pengirimannya lama banget , Estimasinya 2-3 minggu . Maaf yaa shopee kalu begini terus costumernya akan mulai berkurang.",1,Negatif
"mhon di perbaiki lagi tentang jasa kirim. Pengiriman lama kalau sistem transfer/spay later, tapi lau sistem cod pengiriman super cepat soalnya Si kurir biasa mlebihkan total pmbayarn/pungli",2,Negatif
"Maaf aku turunin ke bintang 4. Sekarang shopee ga bisa milih ekspedisi sendiri ya? Please dong balikin lagi kayak dulu agar bisa milih ekspedisi sendiri. Soalnya sekarang aku co selalu dapat yang spx, spx di tempat ku super lelet. Paket yang harus nya udah datang tapi selalu gagal di antar terus. Sering kali seperti ini. Please bangat balikin kayak dulu agar bisa milih ekspedisi sendiri🙏🏻",4,Positif
"mohon maaf saya gatau gmn cara menghubungi pihak shopee, hp saya sehari ini tbtb sering masuk ke apk shopee sendiri,padahal ga pencet apa apa tiba tiba masuk ke shopee,atau buka apk lain tbtb masuk ke shopee, giliran ngebuka apk shopee layar saya kedap kedip gabisa masuk malah muncul cuman warna orange dan hitam kedap kedip,tolong masukkannya ini gimana cara ngatasinya,saya cari youtube ga nemu permasalahannya🙏🏼🙏🏼🙏🏼",2,Negatif
Sangat puas belanja disoppe untuk usaha sangat membantu seperti aku ibu rumah tangga bisa jual drumh ambil momong anak terimakasih soppe tapi agak kecewa juga karna gk bisa cod lgi gk tau masalah ny apa untuk saat ini jdi libur blnja disoppe biasa nya stiap hri pket DTG Tros ini gk lgi😭Krn gk bisa cod padal bukan aku yg sring retur tapi tukang paket ny gk mau ngtar jdi gk bisa cod lgi prnh juga smpai 60 hri gk bisa cod ini terulang lagi,5,Positif
"Baru kali ini saya kecewa belanja di shopee, karena ekspedisi Anteraja , sudah 2 kali gagal terus tidak terkirim ke rumah,, coba ekspedisi ga bisa milih kaya dulu,, benar2 kecewa",1,Negatif
"belanja jadi mudah tidak ribet harus pergi kemana-mana tinggal pesan tunggu pesanan datang beda sama offline ribet harus kesana-kemari sendiri maklum belum punya istri, tapicum ada tapicumnya kalu buka amplikasi shopee jaringan suka ngeleg, udah itu aja dulu makasihhh semoga shopee makin lebih baik lagi kedepannya.🤲🤲👍👍",5,Positif
"jasa layanan spx lambat amat, ongkir 30rb lebih tapi pengiriman lelet, ini bisa diubah gasi pake jasa pengiriman lain, saya pengen ganti ke jasa pengiriman lain ko gabisa yah harus sama spx mulu, mana lelet 3 hari paket belom sampe",2,Negatif
"shopee sangat bagus,menarik,sangat puas belanja di shopee.dapat diskon,gratis ongkir,garansi pengiriman juga ada.sangat puas belanja di shopee.shopee selalu memberikan pelayanan yang baik.tidak pernah mengecewakan pelanggan.selalu konsisten dengan aturan yang ada.shopee adalah akun belanja yang tidak merepotkan kita,selalu memberi pelayanan terbaik.shopee selalu memberikan diskon yg tidak ada duanya.mulai gratis ongkir,diskon pembelian.dan selalu tepak waktu dalam pemgiriman.puas pokoknya belanj",5,Positif
"Saya berlangganan sudah banyak barang yg pesan,,dr keperluan rumah tangga yg sekecil kecilnya sudah ada di Shopee, jd tidak repot pergi ke pasar atau toko yg jauh karena di Shopee sudah tersedia barang barang yg terbaru dr yg paling murah smpe BRG yg mewah ada semua,, terima kasih,, semoga tambah sukses,dan lebih baik lg kedepannya👍🙏",5,Positif
Shopeefood tolonglah kurang²in double order atau apalah itu padahal jarak pesan makanan deket selesai juga cepet tapi kata kurirnya dia ambil pesenan kedua karna double order itu gmna saya harus nunggu lagi? Total nunggu dari pk 18.45 - 20.31 hampir 2 jam :( bonus makanan sudah dingin,2,Negatif
"Saya sangat suka aplikasihnya. Cuma, bisa tidak diperbaiki. Sering keluar sendiri, saat saya sedang lihat video produk tiba tiba keluar! Mohon diperbaiki😢",3,
"Alhamdulillah barang selalu sesuai dengan pesanan n gambar nya Riel... Dari riview"" pun juga memastikan ke pelanggan... Kurir n expedisi nya selalu datang dengan tepat waktu n ramah""",5,Positif
"tolong untuk food nya tiada kan double order kelamaan keburu dingin makanannya belum lagi kalau resto nya belum siap / lagi ngantri pasti pesanan pertama keburu dingin ,ada banyak resto yg belum siap ketika diorder apalagi malam hari,saya sering ngeluh ke driver malah driver ngeluh balik jadi saya bingung,mau marah karena makanan sudah dingin tapi driver nya juga gak salah ...tolong hilangkan double order nya",1,Negatif
"Sangat terbantu sekali dengan olshop ini, dari segi harga, diskon, ongkir serta pelayanan aplikasi yg begitu simpel mudah digunakan, pokonya bintang 5 dahhh...",5,Positif
Parah sih jadi RUGI gara gara di back pas checkout Shopee food trus vouchernya ilang. Coba dong diupdate biar kalo pas checkout voucher terbaiknya otomatis terpasang. Terus selain itu ada restoran yang masuk daftar gratis ongkir extra tapi paket voucher extra nya ga bisa dipake yang 10rb. Truus juga soal paket voucher ongkir seharusnya otomatis terpasang kalo sudah terpenuhi kan jadi RUGI klo lupa,1,Negatif
"Ga suka sama versi terbaru nya, ga bisa ubah ekspedisi pengiriman, paket jadi pada lama datang nya karena ga bisa pilih",2,Negatif
"Bnyk bgt lapak/toko penipuan di shopee.. Heran knp kek gini ga diperhatiin aplikasi. bahkan suami ku kena penipuan terus, afwan banget kebetulan suami ku kalau chek out barang suka lupa liat rating nya dan penjualan nya maklum faktor usia.. tolong shopee untuk lebih teliti dalam menerima suatu toko atau terbukanya lapak..semiga bisa dijadikan pelajaran. karana bukan cuma sekali udah berkali-kali kena penipuan dishopee.",2,Negatif
"kenapa ya spx tu pengiriman nya ngga jelas, lebih nyaman dan cepat kalo j&t, masa aku udh pesan dr tgl 4 kemarin blm nyampe smpe sekarang? aku cht kurir nya malah ngga nyambung ke cs",3,
"2 kali nolak cod-cek dulu krna penipuan, malah apk Shopee ku bermasalah tiap mau co hrs metode pembayaran _ udh 2 bln kek gini trs, y terpaksa pindah ke online shop sebelah _ jadi apk Shopee ku udh 2 bln nganggur gk ke pake!!! Hrs yg di lindungi bkn cm toko ny tapi jg customer ny!!!!",1,Negatif
"Shopee balikin ga opsi pengiriman kyk dlu. (Jnt dsb),sumpah expedisi2 yg skrg lemot bgt,apalagi ekspedisi a....... Yg biasanya pake jnt dr jkt-sby maks 2hari. Skrg dgn expedisi lain bs 4-5hari. Trs ini ya masalah koin, dr yg awalnya dpt 20 skrg cmn 2, pelit bgt lu. Mndg ga usah bagi2 koin.",3,
"Saya mengurangi bintangnya karena saya kecewa shopee foodnya tidak lagi menampilkan menu utk klaim voucher. Masa langsung tampil tombol chekout dan begitu di klik pesanan akan otomatis terpesan dgn ongkir yg lebih mahal dari makanannya. Harusnya kan ada tombol utk klaim gratis ongkir. Karena tombolkan gak muncul, jadinya kan gak tau berapa ongkirnya. Tolong ya diperbaiki. Kalo gini kan merugikan pengguna.",3,
"Sangat sangat kecewa dengan Shopee akhir2 ini,, sudah 2 kali dapat paket dengan nama dan alamat yang benar dengan salah satu anggota keluarga tapi begitu dibuka malah bukan yg d order apalagi nominal juga cukup besar menurut saya",1,Negatif
"notif iklan nya yg muncul tiba tiba, yg otomatis masuk aplikasi ganggu banget.. sumpah.. kelewat kesel hapus aplikasi terpaksa risih",3,
"Shopeepay saya tersedot google play pass padahal saya tidak merasa membeli atau berlangganan bahkan tidak terpakai dan tersentuh sedikitpun, uang tidak bisa kembali, saya kecewa dengan pelayanan dan keamanan shopee yang tanpa persetujuan saya,membayarkan ke pihak yang lain.",1,Negatif
"Kenapa sekarang shopee pengiriman jadi lama banget pakai kurir SPX, jkrta bandung biasanya 2hari pakai jnt jne sicepat, sekarang pakai SPX sampai 4,5hari ,dan jasa kirim jnt jne dll uda gak ada mohon di perbaiki dong min untuk jasa pengiriman enak kayak dulu lagi",2,Negatif
"Barangnya murah meriah pelayanan dari shopenya bagus tapi 1 yang sangat super mengecewakan, jasa pengiriman yang terafiliasi dengannya sangat buruk super buruk untuk wilayah indonesia timur, spx sampah, kalau sdh ada perubahan pelayanan jasa pengiriman jadi lebih baik bakal ku ganti bintang 5, sekarang bintang 1 aja",1,Negatif
"Aplikasinya sudah bagus,tolong iklan-iklannya sangat-sangat menggangu aktivitas sehari di sosial media,jadi tolong kurangi iklan-iklan tersebut membuat saya stress karna hp saya lemot harus kluar masuk aplikasi shopeenya",1,Negatif
"jadi sekarang shoppe sudah update baru yah kurir gak nge cht penerima dia mau datang atau nggk,mana paketnya udah dibayar,alamat sudah udah lengkap kok barang""ny gak nyampe"" tapi dishopee sudah ada tulisan sudah diterima padahal nggak gimana sihh,,mana bayarnya mahal jugaa,mau nanyain paketnya dimana kurir nya gak ngechat mau konsultasi gak tahu dimana,tolong dibantu",1,Negatif
"Hallo shopee, tolong ini masukan dari saya... Banyak sekali penjual yang menipu customer khususnya untuk pembelian netflx, l ytb prem atai video rata menipu dengan cara cuma 1 hari terpakai setepah itu akunnya hilang atau ganti nama atau kita yg telah beli di blokir Mohon perhatiannya",1,Negatif
"Tolong perbaiki status pengiriman SPX express regular, Karena terkadang tidak akurat dengan posisi di Google Mapnya. Di Info Pengiriman barangnya di Sortir Jakarta DC, sedangkan posisi di Google Mapnya ada di Banjarmasin. Dan juga sebelum di Sortir Jakarta DC, statusnya ""pesanan masih dalam perjalanan menuju kota tujuan"" tapi setelahnya malah tetap di Jakarta",3,
"Ada baiknya sekarang diterbitkan kebijakan untuk pembayaran cod, pemesan dibolehkan membuka paket lebih dahulu, jika sesuai pesanan dibayar jika tidak sesuai pesanan batalkan pembelian. Sebab sekarang banyak penipuan yang dilakukan penjual. Isi tidak sesuai pesanan, beli hp yang datang celana dalam, casing aja dll. Shopee tidak selektif menerima penjual ditokonya. Dan jelas keamanan shopee tidak bagusm",5,Positif
"Aplikasi bagus.....cuma kadang"" suka ngelag mungkin data aplikasinyanya terlalu besar,apalagi untuk hp ram dibawah 3gb,auto buffering.",5,Positif
Berbelanja di shopeee emng mantul tapi minta tolong satu aja permasalahan nya dengan penarikan koin itu jangan 200 minim 1000 agar lebih murah karena shopee skrng ada biaya penanganan biaya itulah yang bikin barang yang mau di check out yang mahal makanya saya rekomendasikan untuk penarikan koin di atas 1000 aja yaa biar tambah murah meriah dan puas,3,
"Kecewa dengan aplikasi shopee sekarang, sudah tidak bisa memilih jasa kurir lagi, biasanya saya bisa memilih kurir yang cepat, sekaramg malah memdapat jasa kurir yang lambat, kecewa sekali!",1,Negatif
"Sejak 1 tahun terakhir saya kecewa dengan Shopee,SPaylater & SPinjam saya kini tinggal kenangan,entah apa yang Shopee fikirkan tentang kualitas kredit saya sehingga saya tak lagi bisa menikmati segala kenikmatan diaplikasi Shopee.... Saya kecewa sudah lama.... Terimakasih Shopee telah menjadi bagian terindah dalam hidupku walaupun itu cuma sesaat....😭😭😭",1,Negatif
semakin kesini shope maupun yg lain untuk etimasi pengiriman tanggal ya gajales terlalu lama .. dah gitu untuk pengiriman gak bisa mili .. belanja online sekarang sepih karena pengiriman ya lama .. barang gak sesuai diretur ribet biaya layanan dan biaya penanganan dah gitu harga online sma ofline sma .. mending belanja ofline jelas ketawaan kita bisa liat secara langsung .. jangan seenak ya yg buat aplikasi gak bisa pili pengiriman .. semoga pada sepih yg belanja online ..,1,Negatif
"Tolong jangan sampai verifikasi wajah sampe ratusan kali tapi gak bisa masuk akun, tolong perbaiki , masa iya harus scan wajah ribuan tapi gak masuk masuk akun , ganti dengan yang lain bgsd",1,Negatif
"Tolong lah kalo mau nyeleksi driver nya attitude nya juga diperhatikan terutama yg daerah kota yogyakarta, Sembarangan banget nongkrong dipinggir jalan tiba2 manggil terus nggodain cewek yg lewat, Minusss banget kelakuannya",1,Negatif
"App nya lebih bagus yg dlu bisa pilih kurir. Sekrg gk bisa, pdhl penjualnya bilang udh aktifin macam2 pilihan kurir tp nyatanya gk bisa pilih juga, jadi aku update yg dulunya 🌟 5 sekrg 🌟 1 aja.",1,Negatif
"Baru aja make, nyoba² eh udah dikecewain. Saya nunggu² sampe lewat estimasi astaga. Ttp lama sy cek pesanan eh masih jauh. Udah lah saya kecewa. Kalo tau gini mending beli yg di sebelah, kalo sama² cocok mungkin lanjut, karna udah begini ya mau gimana lagi.",1,Negatif
"Jelek aja gak suka dengan adminnya. Malah makin parah sama proses Pengembalian barangnya. Biaya ongkir untuk pengembalian barang belum cair. Pas ditanya malah diperlihatkannya prosedur. Gak nyambung ditanya apa dijawab apa. Malah gak mau lagi belanja di shopee kalau prosesnya kayak gini, gak sigap",1,Negatif
Shopee harusnya untuk Shopee pay later bisa mengetahui hukuman pembekuan akun dll dari seberapa parah dan terulang nya keterlambatan bayar. Sebelumnya saya gk terlambat bayar. Dan ini pun terlambat jg saya bayar lunas. Terlambat juga sekali itu aja. Masa sampai sekarang shoppe pay laternya belum bisa dipakai. Sudh hampir beberapa bulan? Ada orang yg lebih parah masalahnya gk bayar berkali-kali dan terlambat ringan aja hukuman ny. Saya kira bakal kena denda aja beberapa persen gak sampai gini.,1,Negatif
"pengiriman melalui SPX nya sangat lama,, brang sdah sampai gudang tpi kurirnya tidak mau antar,, jika seperti ini terus saya kasih bintang 1,, tolong untuk jasa SPX di shopee di hapus saja,, karena meresahkan banyak pengguna shopee,, bintang 5nya balik klu SPX nya sdah di renovasi,,",3,
"Pengiriman lewat SPX pelayanan minus,, Bayar dulu,baru buka barang,, klo barang salah minta balikin nya ke penjual gimana itu,, begitu sih kata kurir nya,,, klo penjual nya memang nipu hilang duit dong...",1,Negatif
"Sangat disayangkan, terlalu memaksakan kehendak dengan harus memakai SPX,. 🥲 ||| Harusnya dibanahi dulu pelayanan expedisinya lalu aplikasi shopee-nya, Jangan shopee-nya dulu baru expedisinya. ||| Karna sudah jelas expedisinya bobrok gak konsisten malah jasa expedisi lain di anak tirikan. ||| Dikomplain pengiriman lama alasannya overload, sekelas perusahaan shopee membuat pernyataan seperti itu, yang tanpa kesadaran adalah ulah dari pihaknya sendiri.",1,Negatif
"Apasih shopee skrg gak bngt, pengiriman nya lemot bngt pake spx, udh enak2 dulu bisa pilih expedisi sndiri, skrg mlh rekomen spx smua klo mau ganti expedisi ongkir nya mahal pol👎",1,Negatif
"Saya benci SPX karena kurir gapernah nganter paket sampai ke alamat saya. Kadang juga paket di kembalikan ke penjual atau paket hilang. Dan itu semua tergantung penjual yang atur jasa kirimnya? Saya tidak menyalahkan penjual. Jadi, agar penjual tidak pakai jasa SPX, lebih baik jasa SPX di hapus saja! Saran, cantumkan nomor kurir biar bisa di hubungi.",4,Positif
Aplikasi ini bsllu sy untuk belanja online.sy sdh lama nenggunakan shopee.tapi kenapa jasa kirim paket sy sllu di alihkan ke spx.yg kantornya jauh dari rumah sy dan kurirnya lemot dlm pengiriman.sdh banyak paket sy yg di kembalikn kurir ke penjual.sedangkn paket tak sampai ke sy.kurir mengirim bukti palsu penolakan konsumen yg tak jelas.klu boleh shopee di kembalikan ke versi lama bebas memili jasa pengiriman.,5,Positif
Untuk produk sesuai keinginan dan kebutuhan dan belanja lebih enjoy dan menyenangkan GK usah kesana kemari tinggal pilih barang apa dan model yang mana lalu tinggal klik aja tunggu barangnya datang......... mantaaaapp👍👍👍,5,Positif
"Kalau bisa produk dari luar negri nya, tambahin, jangan d china saja, korea atau jepang, buat part guitar electrik nya, ada kan lgi penjual dri china, soal nya penjual dri dalam negri mahal mahal harga nya, ngk kaya penjual dari china pada murah murah, jdi bisa di jual lgi",5,Positif
"Update yang sekarang malah tambah jelek, terutama saat kita selesai Check out barang, kurir pengiriman nya langsung otomatis dari sistem, tidak bisa di ubah seperti sebelumnya, padahal kalau kurir pengiriaman nya bisa di ubah jadi lebih bagus bisa di pilih sesuai kemauan pembeli mau pakai kurir apa pengiriman nya . Semoga update selanjutnya bisa di buat kembali seperti dulu",1,Negatif
Saran aja spx diganti aja ke jnt lagi khusus nya bagian Kaltim kalau pakai jnt paket paling lama 1 Minggu sudah sampai tapi kalau pakai spx hampir 1 bulan itu kalau juga paketnya tidak hilang atau dikembalikan secara sepihak mana tidak bisa ambil langsung di expedisi nya makanya akhir-akhir ini saya pindah ke tiktok shop tapi saya berharap spx diganti ke jnt lagi terimakasih😊,1,Negatif
"Kak kok sekarang shopee udah gak bisa pilih jasa kirim / ekspedisi sih? Aku dari dulu selalu menghindari salah satu ekspedisi karna kinerjanya gak bagus, kirim paketnya lama banget, dan sekarang gara2 shopee gk bisa pilih ekspedisi mau gak mau aku harus pake ekspedisi itu lagi dan bener kan ternyata paket ku bermasalah lagi di ekspedisi itu. Plis balikin shopee yang dulu kak, adain lagi fitur buyer bisa pilih ekspedisi yang di inginkan biar gak terulang lagi kejadian ini",3,
makin kesini jelek kali pelayanan kurirnya. baik pake Spx ataupun sicepat halu dan lainnya selalu telat. coba diperbaiki spt apk tik tok barang sampai bs lebih cepat dr estimasi,1,Negatif
Kak.kemarin kasus saya itu..jasa pengiriman shope expres cancel mengembalikan barang saya ke penjual secara sepihak tanpa konfirmasi saya dulu..endingnya saya gk bisa cod lagi...,1,Negatif
"Pengembalian dana lelet lama mengecewakan konsumen di suruh nunggu 24 jam samapai 4 hari pun gk ada masuk dana saya harusnya bisa di selesaikan waktu 1 hari kerja tapi samapai 4 hari dana saya tidak di kembalikan . Penanganan masalah di shope lama lelet mengecewakan tim yg bekerja di apk ini gk bisa cekatan masalah sepele aja harus nunggu ber hari"" payah",2,Negatif
"Pelanggaran gak si untuk shopee ,kita sbagai coustumore gak bisa milih kurir pengiriman ,hapus aja SPX itu jasa kirim super lelet ,gak sepadan kalo cuma di kasih konpensasi poucher gratis ongkir 10rbu,siapa tau gak belenja lagi untuk rentan waktu yg lama, gak kpake juga kan,kita butuh barang y cepet ,pengertian dong SHOPEE maaf bintang 5 y saya copot",3,
"Saya langganan shopee tapi hari ini saya memutuskan berhenti berbelanja dsini, pengiriman nya lama, kalau pakai JNT malah bayar lagi, pindah aplikasi aja, pengiriman nya lama sekali sampai",1,Negatif
"Kenapa si shopee masih kerja sama dg ANTERAJA? Padahal ini ekspedisi paling buruk, paling lambat, antar jakarta 3 - 4 hari. Yang lain itu udah nyampe 3 hari yang lalu. Terus saya belum nemu cara memilih ekspedisi sesuai keinginan saya. Sangat mengecewakan",1,Negatif
"sebenernya udah cukup bagus, tapi koinnya susah banget eh, terus tabungan koin di shopee live, tolonglah, jumlah penarikannya dikasih opsi penarikan 5000 koin kaya kmren, saya sengaja untuk ngumpulin dulu baru saya tarik, ini opsi cuma 200, 50.000 sama 500.000, aduhh mana koinku cuma 17.000, itu kalo ngambilnya 200 perak doang, 3 bulan baru habis, lah sayanya perlu, knp dahh, padahal kmren saya abis narik 5.000 koin, skrg malah kaga bisa, kan nyusahin. pls dhh, udh bner kaya kmren mlh diganti lg",2,Negatif
"Ekspedisi pengiriman ga bisa diganti kalau mau pakai voucher, paket isi makanan pake jne 2 hari ga gerak sama sekali, sampai di pembeli sudah ga enak jadinya, sudah kelamaan di jalan. Estimasi yang awalnya maksimal tanggal 14 jadi 16",1,Negatif
"Pakai pengiriman rekomendasi shopee subhanallah lama, sudah 2 kali pesanan saya hilang sm SPX reguler. Ini ada 1 lagi yg sdh saya lapor, dari tanggal 11 gak ada pergerakan. Ssemoga bukan tanda2 hilang lg",2,Negatif
"Hp kereset,jadi semua data hilang.pas mau login harus menyertakan email,no hp,kata sandi.dan semua itu aku sdh lupa.aku coba menghubungi cs alhamdulilah direspon dg baik,dan diberi petunjuk untuk ngisi form pergantian no.sdh ngirim data eh dpt pesan di email KLO semua data yg mikirin kurang,foto kurang jelas ini itu.bnyk cincong.itu terjadi selama 4hari,tiap hari kukirim data berharap akun ku bisa pulih.sampe bela belain beli no baru lg hnya untuk memulihkan akun ku.pas data selesai dikikukirim",1,Negatif
"Sangat puas... Tapi 1 saran ku, tolong lebih selektif lg dalam memilih kurir... Kasi pemahaman kalo pelanggan itu ada nomor hp yg tertera di aplikasi... Jadi semisal paket COD, org nya lg pergi ya tolong di chat/tlp utk konfirmasi Jgn main kembalikan barang aja Sy ke warung sebentar, pas liat notif di hp dr shopee bahwa barang gagal kirim krn penerima gk ada 😩",5,Positif
"Sebenar ok. Tapi ko sekarang banyak penipuannya yang jual, pesanan banyak yang kecewa karna gak sesuawai. Tolong tingkatkan pengawasan",3,
"Sy pengguna aplikasi Shopee khususnya game, awalnya bagus ga loading tp semakin update aplikasi malah makin lemot, waktu main yg free waktu 15 menit habis buat ngleekkk lah, Shopee ga mau rugi bgt, mau tuker koin aja tepat di waktu 00.00 jg habis di buka salah satu game nya malah ngbleeennggg, apalagi klo nonton livestreaming masya allaah tabarakallah loadiiiiiiiiiiinnnnngggg mulu, gmn mau cekout udah keburu badmood duluan orang Isshhh sebel banget dah sama aplikasi Shopee minta update aja terus",1,Negatif
"Web di dalam aplikasi, sering error, pesan tidak langsung ke sinkron, ini pada dasarnya aplikasi browser khusus buka shoope, jelek bener dari pada aplikasi sejenisnya. Please STOP POP UP. I CAME FOR BUYING NOT LOOKING USELESS ADDS.SPX jasa kirim langsung dari shoope jelek bener kalau bisa bintang minus , saya pilih itu dah.",1,Negatif
"Shopee aplikasi yg buruk pelayanan'nya kpda konsumen,stiap ada permasalahan pengiriman tidak dapat membantu,pesanan CO dr expedisi SPX pengiriman asal aja,barang blm sy trima udh di apdute terima sm kurirnya,dan juga wktu pengiriman tidak sesuai estimasi sllu di tunda²,untuk tampilan Ekspidisi saat barang di kirim tidak di tampilkan nama dan nomor HP kurirnya,Haddeeeehhh,kacau,kacau,kacau 🤦",1,Negatif
"Shopee kenapa sihh? Masa baru buka bentar udah bug, malah yang parah hp aku sampe mati ngeselin banget Shopee, padahal dulu ga kaya ginii, tolong dong diperbaiki Shopee nya biar ga bug lagi",4,Positif
Amplikasi terlalu berat di pakai. Terlalu banyak memakan data... Jika masih seperti ini. Pasti banyak yg pindah di apk lain... Menurut saya semakin di tingkatkan malah semakin buruk...,5,Positif
"Suka dengan shoppe karena sllalu berkembang dengan baik, menerapkan beberapa peraturan Antara pembeli dan pihak toko, jika kita melakukan pengembalian barang sllalu dipermudah, sukses shoppe amanah sllalu yaa biar kita gak pindah akun belanja hehe",5,Positif
"Skrang pngirimany kok lelet bnget y. Gk bisa kyak dlu bisa milih ekspedisi, skrang yg grtis ongkir cm SPX mna pngiriman lama, lama2 pindah beli ke apk lain.",4,Positif
Setelah di update tidak bisa ubah ekspedisi pengiriman. Rumah sy termasuk pelosok jd kasian kalo dpt ekspedisi kurir yg jauh.,2,Negatif
Tah kenapa Shopee yg sekarang banyak barang yg kita cari pada gak ad..badahal awal2 ny ad tau2ny hilang semua...malahan lain yg d cari lain yg nongol...udah kagak beres ni aplikasi.. tolong d perbaiki..lagi aplikasi Shopee ini...ok terimakasih.🙏🙏 Banyak yg kurang d apk ini kecewa banget...padahal barang yg d cari udh pada resmi malah gak nampil d shoppe..,3,
"Pengiriman spx sangat jelek, pelayanan jelek barang tidak di antar dengan baik, ditahan berminggu-minggu tanpa kejelasan Server juga jelek ketika pesan udah atur pakai jasa kirim yg lain tapi setelah bayar tiba2 terubah pakai spx lagi, padahal udah konfirmasi pengiriman yang lain. Mending pindah aja ke yang lain, biar ada ongkir tapi barang aman dan cepat sampai",1,Negatif
"Entah kenapa sekarang shopee pengiriman nya lama masa paket gua selama 2 hari masih di sortir jakarta gak kemana mana lama bet butuh nya Udah dari kapan,mau di batalin udh gak bisa nyesel gua belinya kalo lama banget mah",2,Negatif
"Tolonglah, udah checkout keranjang, dibatalin sepihak sama seller, masa auto cancel sistemnya terlalu lama, mau dobel order juga takut kalo barang datang 2. Bukan pertama kali kayak gini, tolong dibenahi",1,Negatif
"gaa asik kaya dulu bisa milih ekspedisi , sekarang mah gabisa milih pake ekspedisi yang biasa kita pake , sering bgt daoet ekspedisi yang lemott banget pengiriman nyaa , menyebalkan sekaliii",2,Negatif
"Benar benar kecewa sama Shopee, baru akhir2 ini kecewa sama Shopee,terkhusus di spinjaman, Dulu pengajuan di setujui 5 menit langsung cair, sekarang harus nunggu ber jam jam kadang berhari hari, padahal cicilan saya tidak pernah telat",2,Negatif
"Baru kali ini sekecewa itu sama shopee, udah nggak ada pilihan ekspedisi lagi 😭 ekspedisi dari shopee lelet nya minta ampun. Sekarang kalau pesen pas bareng event siap² hampir seminggu baru sampai 😭 Sedaerah aja 3 hari baru sampe, apalagi luar kota",3,
Sumpah makin lama makin kecewa banget sama shopee. Kerja sama dengan ekspedisi geratis ongkir dari antar aja di bilang jangan di pake lagi. Kasian kan toko kena bintang 1 gara gara pengiriman geratis ongkir padahal pihaktoko sudah cepat dalam memproses pengiriman. Tapi jasa ekspedisi yang di ajak kerja sama dlm gratis ongkir tidak jelas sama sekali.,1,Negatif
"Kecewa banget dengan pilihan Kurir yang sekarang yang diharuskan dgn Spx oleh pihak Shopee, karena terlalu lambat hingga sering merugikan saat pembeli sedang butuh waktu cepat, lebih baik yang sebelumnya bisa pilih kurir sendiri, jika begini terus jadi bikin malas order disini lagi",1,Negatif
